subject_id,trial_num,scenario_id,partner_status,time,partner_choice,participant_choice,coordination,passed_attention_checks
43dceb38823aa3a7322a8519579d8bd0,3,meal,lower,first,give,give,FALSE,2
43dceb38823aa3a7322a8519579d8bd0,4,song preference,equal,first,receive,receive,FALSE,2
43dceb38823aa3a7322a8519579d8bd0,5,song preference,equal,second,give,give,FALSE,2
43dceb38823aa3a7322a8519579d8bd0,6,object carrying,higher,second,give,receive,TRUE,2
43dceb38823aa3a7322a8519579d8bd0,7,meal,lower,second,give,receive,TRUE,2
43dceb38823aa3a7322a8519579d8bd0,8,gift,lower,second,receive,receive,FALSE,2
43dceb38823aa3a7322a8519579d8bd0,9,meeting place,equal,first,give,give,FALSE,2
43dceb38823aa3a7322a8519579d8bd0,10,meeting place,equal,second,receive,receive,FALSE,2
43dceb38823aa3a7322a8519579d8bd0,11,task checking,higher,first,receive,receive,FALSE,2
43dceb38823aa3a7322a8519579d8bd0,12,task checking,higher,second,receive,give,TRUE,2
8c671a679c397dea9df2bdf74ab96c92,1,meal,higher,first,give,give,FALSE,2
8c671a679c397dea9df2bdf74ab96c92,2,task checking,lower,first,give,give,FALSE,2
8c671a679c397dea9df2bdf74ab96c92,3,gift,lower,first,receive,receive,FALSE,2
8c671a679c397dea9df2bdf74ab96c92,4,task checking,lower,second,give,receive,TRUE,2
8c671a679c397dea9df2bdf74ab96c92,5,meal,higher,second,give,receive,TRUE,2
8c671a679c397dea9df2bdf74ab96c92,6,gift,lower,second,receive,give,TRUE,2
8c671a679c397dea9df2bdf74ab96c92,7,object carrying,equal,first,give,receive,TRUE,2
8c671a679c397dea9df2bdf74ab96c92,8,meeting place,higher,first,receive,receive,FALSE,2
8c671a679c397dea9df2bdf74ab96c92,9,song preference,equal,first,receive,give,TRUE,2
8c671a679c397dea9df2bdf74ab96c92,10,song preference,equal,second,give,give,FALSE,2
8c671a679c397dea9df2bdf74ab96c92,11,object carrying,equal,second,receive,receive,FALSE,2
8c671a679c397dea9df2bdf74ab96c92,12,meeting place,higher,second,receive,give,TRUE,2
80d30f68ce0d66554ee4c536cbb1657b,1,object carrying,lower,first,give,receive,TRUE,2
80d30f68ce0d66554ee4c536cbb1657b,2,meal,lower,first,receive,receive,FALSE,2
80d30f68ce0d66554ee4c536cbb1657b,3,gift,equal,first,give,give,FALSE,2
80d30f68ce0d66554ee4c536cbb1657b,4,song preference,higher,first,give,give,FALSE,2
80d30f68ce0d66554ee4c536cbb1657b,5,song preference,higher,second,give,give,FALSE,2
80d30f68ce0d66554ee4c536cbb1657b,6,object carrying,lower,second,give,receive,TRUE,2
80d30f68ce0d66554ee4c536cbb1657b,7,gift,equal,second,receive,receive,FALSE,2
80d30f68ce0d66554ee4c536cbb1657b,8,task checking,equal,first,receive,give,TRUE,2
80d30f68ce0d66554ee4c536cbb1657b,9,task checking,equal,second,give,give,FALSE,2
80d30f68ce0d66554ee4c536cbb1657b,10,meeting place,higher,first,receive,give,TRUE,2
80d30f68ce0d66554ee4c536cbb1657b,11,meeting place,higher,second,receive,give,TRUE,2
80d30f68ce0d66554ee4c536cbb1657b,12,meal,lower,second,receive,give,TRUE,2
1de425390089e6c1fba1dbf9f5b519c8,1,gift,higher,first,give,receive,TRUE,2
1de425390089e6c1fba1dbf9f5b519c8,2,meeting place,equal,first,give,give,FALSE,2
1de425390089e6c1fba1dbf9f5b519c8,3,meal,higher,first,receive,give,TRUE,2
1de425390089e6c1fba1dbf9f5b519c8,4,meeting place,equal,second,receive,receive,FALSE,2
1de425390089e6c1fba1dbf9f5b519c8,5,object carrying,lower,first,give,receive,TRUE,2
1de425390089e6c1fba1dbf9f5b519c8,6,object carrying,lower,second,give,receive,TRUE,2
1de425390089e6c1fba1dbf9f5b519c8,7,meal,higher,second,receive,give,TRUE,2
1de425390089e6c1fba1dbf9f5b519c8,8,song preference,lower,first,receive,receive,FALSE,2
1de425390089e6c1fba1dbf9f5b519c8,9,gift,higher,second,give,receive,TRUE,2
1de425390089e6c1fba1dbf9f5b519c8,10,song preference,lower,second,receive,receive,FALSE,2
1de425390089e6c1fba1dbf9f5b519c8,11,task checking,equal,first,receive,give,TRUE,2
1de425390089e6c1fba1dbf9f5b519c8,12,task checking,equal,second,give,give,FALSE,2
85ad7578bf57f1eaea715fffa0932b6b,1,meal,higher,first,receive,give,TRUE,2
85ad7578bf57f1eaea715fffa0932b6b,2,meal,higher,second,receive,give,TRUE,2
85ad7578bf57f1eaea715fffa0932b6b,3,task checking,equal,first,give,give,FALSE,2
85ad7578bf57f1eaea715fffa0932b6b,4,song preference,lower,first,give,receive,TRUE,2
85ad7578bf57f1eaea715fffa0932b6b,5,meeting place,higher,first,give,receive,TRUE,2
85ad7578bf57f1eaea715fffa0932b6b,6,gift,lower,first,receive,give,TRUE,2
85ad7578bf57f1eaea715fffa0932b6b,7,gift,lower,second,receive,receive,FALSE,2
85ad7578bf57f1eaea715fffa0932b6b,8,song preference,lower,second,give,receive,TRUE,2
85ad7578bf57f1eaea715fffa0932b6b,9,object carrying,equal,first,receive,receive,FALSE,2
85ad7578bf57f1eaea715fffa0932b6b,10,meeting place,higher,second,give,receive,TRUE,2
85ad7578bf57f1eaea715fffa0932b6b,11,object carrying,equal,second,give,give,FALSE,2
85ad7578bf57f1eaea715fffa0932b6b,12,task checking,equal,second,receive,receive,FALSE,2
bafbf23f9c0580ee727b34d7fdeb34be,1,task checking,lower,first,receive,receive,FALSE,2
bafbf23f9c0580ee727b34d7fdeb34be,2,song preference,equal,first,give,give,FALSE,2
bafbf23f9c0580ee727b34d7fdeb34be,3,meal,higher,first,give,give,FALSE,2
bafbf23f9c0580ee727b34d7fdeb34be,4,gift,higher,first,receive,give,TRUE,2
bafbf23f9c0580ee727b34d7fdeb34be,5,meal,higher,second,give,give,FALSE,2
bafbf23f9c0580ee727b34d7fdeb34be,6,object carrying,lower,first,give,receive,TRUE,2
bafbf23f9c0580ee727b34d7fdeb34be,7,task checking,lower,second,receive,receive,FALSE,2
bafbf23f9c0580ee727b34d7fdeb34be,8,gift,higher,second,receive,give,TRUE,2
bafbf23f9c0580ee727b34d7fdeb34be,9,meeting place,equal,first,receive,give,TRUE,2
bafbf23f9c0580ee727b34d7fdeb34be,10,song preference,equal,second,receive,give,TRUE,2
bafbf23f9c0580ee727b34d7fdeb34be,11,meeting place,equal,second,give,give,FALSE,2
bafbf23f9c0580ee727b34d7fdeb34be,12,object carrying,lower,second,give,receive,TRUE,2
18d973f8835fe4e77bb6a1129785af4d,1,meal,lower,first,receive,receive,FALSE,2
18d973f8835fe4e77bb6a1129785af4d,2,gift,higher,first,receive,give,TRUE,2
18d973f8835fe4e77bb6a1129785af4d,3,song preference,lower,first,give,give,FALSE,2
18d973f8835fe4e77bb6a1129785af4d,4,gift,higher,second,receive,give,TRUE,2
18d973f8835fe4e77bb6a1129785af4d,5,task checking,equal,first,give,give,FALSE,2
18d973f8835fe4e77bb6a1129785af4d,6,meeting place,equal,first,receive,receive,FALSE,2
18d973f8835fe4e77bb6a1129785af4d,7,task checking,equal,second,receive,receive,FALSE,2
18d973f8835fe4e77bb6a1129785af4d,8,object carrying,higher,first,give,receive,TRUE,2
18d973f8835fe4e77bb6a1129785af4d,9,song preference,lower,second,give,receive,TRUE,2
18d973f8835fe4e77bb6a1129785af4d,10,meal,lower,second,receive,give,TRUE,2
18d973f8835fe4e77bb6a1129785af4d,11,meeting place,equal,second,give,give,FALSE,2
18d973f8835fe4e77bb6a1129785af4d,12,object carrying,higher,second,give,receive,TRUE,2
1102f9f78b38b4b2d15e982abcdee081,1,meal,equal,first,receive,give,TRUE,2
1102f9f78b38b4b2d15e982abcdee081,2,meal,equal,second,give,receive,TRUE,2
1102f9f78b38b4b2d15e982abcdee081,3,meeting place,higher,first,give,give,FALSE,2
1102f9f78b38b4b2d15e982abcdee081,4,meeting place,higher,second,give,receive,TRUE,2
1102f9f78b38b4b2d15e982abcdee081,5,song preference,lower,first,give,give,FALSE,2
1102f9f78b38b4b2d15e982abcdee081,6,task checking,lower,first,receive,give,TRUE,2
1102f9f78b38b4b2d15e982abcdee081,7,gift,higher,first,receive,receive,FALSE,2
1102f9f78b38b4b2d15e982abcdee081,8,gift,higher,second,receive,give,TRUE,2
1102f9f78b38b4b2d15e982abcdee081,9,object carrying,equal,first,give,give,FALSE,2
1102f9f78b38b4b2d15e982abcdee081,10,object carrying,equal,second,receive,give,TRUE,2
1102f9f78b38b4b2d15e982abcdee081,11,song preference,lower,second,give,receive,TRUE,2
1102f9f78b38b4b2d15e982abcdee081,12,task checking,lower,second,receive,give,TRUE,2
3ee816e4ea75a4abb61cac7955020bd6,1,song preference,lower,first,receive,give,TRUE,2
3ee816e4ea75a4abb61cac7955020bd6,2,meal,equal,first,receive,give,TRUE,2
3ee816e4ea75a4abb61cac7955020bd6,3,gift,higher,first,give,give,FALSE,2
3ee816e4ea75a4abb61cac7955020bd6,4,gift,higher,second,give,receive,TRUE,2
3ee816e4ea75a4abb61cac7955020bd6,5,song preference,lower,second,receive,receive,FALSE,2
3ee816e4ea75a4abb61cac7955020bd6,6,object carrying,equal,first,give,give,FALSE,2
3ee816e4ea75a4abb61cac7955020bd6,7,object carrying,equal,second,receive,receive,FALSE,2
3ee816e4ea75a4abb61cac7955020bd6,8,meal,equal,second,give,give,FALSE,2
3ee816e4ea75a4abb61cac7955020bd6,9,task checking,higher,first,receive,receive,FALSE,2
3ee816e4ea75a4abb61cac7955020bd6,10,meeting place,lower,first,give,receive,TRUE,2
3ee816e4ea75a4abb61cac7955020bd6,11,task checking,higher,second,receive,receive,FALSE,2
3ee816e4ea75a4abb61cac7955020bd6,12,meeting place,lower,second,give,give,FALSE,2
70f8d280819d1c40ba8816532477c69e,1,gift,higher,first,receive,give,TRUE,1
70f8d280819d1c40ba8816532477c69e,2,object carrying,higher,first,give,give,FALSE,1
70f8d280819d1c40ba8816532477c69e,3,object carrying,higher,second,give,receive,TRUE,1
70f8d280819d1c40ba8816532477c69e,4,song preference,equal,first,give,give,FALSE,1
70f8d280819d1c40ba8816532477c69e,5,meeting place,equal,first,receive,receive,FALSE,1
70f8d280819d1c40ba8816532477c69e,6,task checking,lower,first,give,receive,TRUE,1
70f8d280819d1c40ba8816532477c69e,7,task checking,lower,second,give,receive,TRUE,1
70f8d280819d1c40ba8816532477c69e,8,gift,higher,second,receive,give,TRUE,1
70f8d280819d1c40ba8816532477c69e,9,meeting place,equal,second,give,receive,TRUE,1
70f8d280819d1c40ba8816532477c69e,10,meal,lower,first,receive,receive,FALSE,1
70f8d280819d1c40ba8816532477c69e,11,song preference,equal,second,receive,receive,FALSE,1
70f8d280819d1c40ba8816532477c69e,12,meal,lower,second,receive,receive,FALSE,1
924fcd9dc40619e1dcc6e7ba2bc8fc19,1,gift,lower,first,give,receive,TRUE,2
924fcd9dc40619e1dcc6e7ba2bc8fc19,2,meeting place,lower,first,receive,receive,FALSE,2
924fcd9dc40619e1dcc6e7ba2bc8fc19,3,song preference,higher,first,receive,give,TRUE,2
924fcd9dc40619e1dcc6e7ba2bc8fc19,4,gift,lower,second,give,give,FALSE,2
924fcd9dc40619e1dcc6e7ba2bc8fc19,5,object carrying,equal,first,receive,give,TRUE,2
924fcd9dc40619e1dcc6e7ba2bc8fc19,6,meal,equal,first,give,give,FALSE,2
924fcd9dc40619e1dcc6e7ba2bc8fc19,7,task checking,higher,first,give,give,FALSE,2
924fcd9dc40619e1dcc6e7ba2bc8fc19,8,meeting place,lower,second,receive,give,TRUE,2
924fcd9dc40619e1dcc6e7ba2bc8fc19,9,object carrying,equal,second,give,give,FALSE,2
924fcd9dc40619e1dcc6e7ba2bc8fc19,10,meal,equal,second,receive,receive,FALSE,2
924fcd9dc40619e1dcc6e7ba2bc8fc19,11,song preference,higher,second,receive,give,TRUE,2
924fcd9dc40619e1dcc6e7ba2bc8fc19,12,task checking,higher,second,give,receive,TRUE,2
90ad58765eed7d3ca3e3407ae7461b1e,1,gift,lower,first,give,receive,TRUE,2
90ad58765eed7d3ca3e3407ae7461b1e,2,song preference,lower,first,receive,receive,FALSE,2
90ad58765eed7d3ca3e3407ae7461b1e,3,song preference,lower,second,receive,give,TRUE,2
90ad58765eed7d3ca3e3407ae7461b1e,4,gift,lower,second,give,receive,TRUE,2
90ad58765eed7d3ca3e3407ae7461b1e,5,meal,higher,first,give,give,FALSE,2
90ad58765eed7d3ca3e3407ae7461b1e,6,meeting place,equal,first,receive,give,TRUE,2
90ad58765eed7d3ca3e3407ae7461b1e,7,object carrying,higher,first,receive,give,TRUE,2
90ad58765eed7d3ca3e3407ae7461b1e,8,task checking,equal,first,give,receive,TRUE,2
90ad58765eed7d3ca3e3407ae7461b1e,9,meeting place,equal,second,give,receive,TRUE,2
90ad58765eed7d3ca3e3407ae7461b1e,10,task checking,equal,second,receive,give,TRUE,2
90ad58765eed7d3ca3e3407ae7461b1e,11,meal,higher,second,give,give,FALSE,2
90ad58765eed7d3ca3e3407ae7461b1e,12,object carrying,higher,second,receive,give,TRUE,2
d9fa7b49873777fc02c2d792c3bbe0e0,1,gift,lower,first,receive,give,TRUE,2
d9fa7b49873777fc02c2d792c3bbe0e0,2,gift,lower,second,receive,give,TRUE,2
d9fa7b49873777fc02c2d792c3bbe0e0,3,meal,higher,first,give,give,FALSE,2
d9fa7b49873777fc02c2d792c3bbe0e0,4,meeting place,equal,first,receive,give,TRUE,2
d9fa7b49873777fc02c2d792c3bbe0e0,5,meeting place,equal,second,give,give,FALSE,2
d9fa7b49873777fc02c2d792c3bbe0e0,6,object carrying,lower,first,give,give,FALSE,2
d9fa7b49873777fc02c2d792c3bbe0e0,7,meal,higher,second,give,give,FALSE,2
d9fa7b49873777fc02c2d792c3bbe0e0,8,object carrying,lower,second,give,receive,TRUE,2
d9fa7b49873777fc02c2d792c3bbe0e0,9,song preference,equal,first,give,give,FALSE,2
d9fa7b49873777fc02c2d792c3bbe0e0,10,song preference,equal,second,receive,receive,FALSE,2
d9fa7b49873777fc02c2d792c3bbe0e0,11,task checking,higher,first,receive,give,TRUE,2
d9fa7b49873777fc02c2d792c3bbe0e0,12,task checking,higher,second,receive,give,TRUE,2
f1504c2a664334b3db012ac3d74e1bdb,1,task checking,equal,first,receive,give,TRUE,2
f1504c2a664334b3db012ac3d74e1bdb,2,meeting place,lower,first,give,give,FALSE,2
f1504c2a664334b3db012ac3d74e1bdb,3,gift,equal,first,give,receive,TRUE,2
f1504c2a664334b3db012ac3d74e1bdb,4,meal,higher,first,give,give,FALSE,2
f1504c2a664334b3db012ac3d74e1bdb,5,meeting place,lower,second,give,receive,TRUE,2
f1504c2a664334b3db012ac3d74e1bdb,6,task checking,equal,second,give,give,FALSE,2
f1504c2a664334b3db012ac3d74e1bdb,7,song preference,lower,first,receive,receive,FALSE,2
f1504c2a664334b3db012ac3d74e1bdb,8,object carrying,higher,first,receive,receive,FALSE,2
f1504c2a664334b3db012ac3d74e1bdb,9,gift,equal,second,receive,give,TRUE,2
f1504c2a664334b3db012ac3d74e1bdb,10,object carrying,higher,second,receive,give,TRUE,2
f1504c2a664334b3db012ac3d74e1bdb,11,meal,higher,second,give,receive,TRUE,2
f1504c2a664334b3db012ac3d74e1bdb,12,song preference,lower,second,receive,give,TRUE,2
bf52c929f617101dcf17168f1b2f7e16,1,gift,equal,first,receive,give,TRUE,2
bf52c929f617101dcf17168f1b2f7e16,2,meeting place,lower,first,receive,receive,FALSE,2
bf52c929f617101dcf17168f1b2f7e16,3,song preference,higher,first,receive,give,TRUE,2
bf52c929f617101dcf17168f1b2f7e16,4,meal,lower,first,give,receive,TRUE,2
bf52c929f617101dcf17168f1b2f7e16,5,object carrying,equal,first,give,give,FALSE,2
bf52c929f617101dcf17168f1b2f7e16,6,gift,equal,second,give,give,FALSE,2
bf52c929f617101dcf17168f1b2f7e16,7,song preference,higher,second,receive,give,TRUE,2
bf52c929f617101dcf17168f1b2f7e16,8,meeting place,lower,second,receive,give,TRUE,2
bf52c929f617101dcf17168f1b2f7e16,9,object carrying,equal,second,receive,give,TRUE,2
bf52c929f617101dcf17168f1b2f7e16,10,task checking,higher,first,give,give,FALSE,2
bf52c929f617101dcf17168f1b2f7e16,11,meal,lower,second,give,receive,TRUE,2
bf52c929f617101dcf17168f1b2f7e16,12,task checking,higher,second,give,give,FALSE,2
ab2db5270a6d121f28c1076faf4d090e,1,meeting place,higher,first,receive,receive,FALSE,2
ab2db5270a6d121f28c1076faf4d090e,2,gift,lower,first,give,give,FALSE,2
ab2db5270a6d121f28c1076faf4d090e,3,meal,lower,first,receive,receive,FALSE,2
ab2db5270a6d121f28c1076faf4d090e,4,song preference,higher,first,give,give,FALSE,2
ab2db5270a6d121f28c1076faf4d090e,5,object carrying,equal,first,receive,give,TRUE,2
ab2db5270a6d121f28c1076faf4d090e,6,task checking,equal,first,give,give,FALSE,2
ab2db5270a6d121f28c1076faf4d090e,7,meeting place,higher,second,receive,receive,FALSE,2
ab2db5270a6d121f28c1076faf4d090e,8,object carrying,equal,second,give,give,FALSE,2
ab2db5270a6d121f28c1076faf4d090e,9,gift,lower,second,give,give,FALSE,2
ab2db5270a6d121f28c1076faf4d090e,10,task checking,equal,second,receive,give,TRUE,2
ab2db5270a6d121f28c1076faf4d090e,11,song preference,higher,second,give,receive,TRUE,2
ab2db5270a6d121f28c1076faf4d090e,12,meal,lower,second,receive,give,TRUE,2
2334f64c3d7280cf73bb1f15dd2084fd,1,gift,equal,first,receive,give,TRUE,2
2334f64c3d7280cf73bb1f15dd2084fd,2,meeting place,equal,first,give,receive,TRUE,2
2334f64c3d7280cf73bb1f15dd2084fd,3,song preference,higher,first,receive,give,TRUE,2
2334f64c3d7280cf73bb1f15dd2084fd,4,object carrying,lower,first,receive,receive,FALSE,2
2334f64c3d7280cf73bb1f15dd2084fd,5,meeting place,equal,second,receive,give,TRUE,2
2334f64c3d7280cf73bb1f15dd2084fd,6,song preference,higher,second,receive,give,TRUE,2
2334f64c3d7280cf73bb1f15dd2084fd,7,meal,lower,first,give,receive,TRUE,2
2334f64c3d7280cf73bb1f15dd2084fd,8,object carrying,lower,second,receive,receive,FALSE,2
2334f64c3d7280cf73bb1f15dd2084fd,9,task checking,higher,first,give,give,FALSE,2
2334f64c3d7280cf73bb1f15dd2084fd,10,meal,lower,second,give,receive,TRUE,2
2334f64c3d7280cf73bb1f15dd2084fd,11,task checking,higher,second,give,give,FALSE,2
2334f64c3d7280cf73bb1f15dd2084fd,12,gift,equal,second,give,give,FALSE,2
6505ed6e03448e28b5b8dd18caa21412,1,object carrying,lower,first,receive,receive,FALSE,2
6505ed6e03448e28b5b8dd18caa21412,2,task checking,equal,first,receive,give,TRUE,2
6505ed6e03448e28b5b8dd18caa21412,3,meeting place,higher,first,receive,give,TRUE,2
6505ed6e03448e28b5b8dd18caa21412,4,object carrying,lower,second,receive,give,TRUE,2
6505ed6e03448e28b5b8dd18caa21412,5,meeting place,higher,second,receive,give,TRUE,2
6505ed6e03448e28b5b8dd18caa21412,6,song preference,higher,first,give,give,FALSE,2
6505ed6e03448e28b5b8dd18caa21412,7,gift,lower,first,give,give,FALSE,2
6505ed6e03448e28b5b8dd18caa21412,8,meal,equal,first,give,receive,TRUE,2
6505ed6e03448e28b5b8dd18caa21412,9,gift,lower,second,give,receive,TRUE,2
6505ed6e03448e28b5b8dd18caa21412,10,meal,equal,second,receive,give,TRUE,2
6505ed6e03448e28b5b8dd18caa21412,11,task checking,equal,second,give,receive,TRUE,2
6505ed6e03448e28b5b8dd18caa21412,12,song preference,higher,second,give,receive,TRUE,2
6fe2fd3191f186fe5530e7784ecd8a0f,1,object carrying,lower,first,receive,receive,FALSE,2
6fe2fd3191f186fe5530e7784ecd8a0f,2,object carrying,lower,second,receive,give,TRUE,2
6fe2fd3191f186fe5530e7784ecd8a0f,3,meal,equal,first,receive,give,TRUE,2
6fe2fd3191f186fe5530e7784ecd8a0f,4,meal,equal,second,give,give,FALSE,2
6fe2fd3191f186fe5530e7784ecd8a0f,5,task checking,equal,first,give,give,FALSE,2
6fe2fd3191f186fe5530e7784ecd8a0f,6,meeting place,lower,first,give,give,FALSE,2
6fe2fd3191f186fe5530e7784ecd8a0f,7,meeting place,lower,second,give,give,FALSE,2
6fe2fd3191f186fe5530e7784ecd8a0f,8,song preference,higher,first,give,give,FALSE,2
6fe2fd3191f186fe5530e7784ecd8a0f,9,gift,higher,first,receive,receive,FALSE,2
6fe2fd3191f186fe5530e7784ecd8a0f,10,gift,higher,second,receive,receive,FALSE,2
6fe2fd3191f186fe5530e7784ecd8a0f,11,task checking,equal,second,receive,give,TRUE,2
6fe2fd3191f186fe5530e7784ecd8a0f,12,song preference,higher,second,give,receive,TRUE,2
4249de41d212a1b9887e9937f5cdd91b,1,meal,lower,first,receive,give,TRUE,2
4249de41d212a1b9887e9937f5cdd91b,2,meeting place,higher,first,receive,give,TRUE,2
4249de41d212a1b9887e9937f5cdd91b,3,object carrying,higher,first,give,give,FALSE,2
4249de41d212a1b9887e9937f5cdd91b,4,gift,equal,first,give,give,FALSE,2
4249de41d212a1b9887e9937f5cdd91b,5,gift,equal,second,receive,receive,FALSE,2
4249de41d212a1b9887e9937f5cdd91b,6,song preference,equal,first,receive,give,TRUE,2
4249de41d212a1b9887e9937f5cdd91b,7,object carrying,higher,second,give,receive,TRUE,2
4249de41d212a1b9887e9937f5cdd91b,8,meeting place,higher,second,receive,receive,FALSE,2
4249de41d212a1b9887e9937f5cdd91b,9,song preference,equal,second,give,give,FALSE,2
4249de41d212a1b9887e9937f5cdd91b,10,task checking,lower,first,give,receive,TRUE,2
4249de41d212a1b9887e9937f5cdd91b,11,meal,lower,second,receive,give,TRUE,2
4249de41d212a1b9887e9937f5cdd91b,12,task checking,lower,second,give,receive,TRUE,2
298e2bd323e7a09e2feb2b4c76fd8445,1,object carrying,higher,first,give,give,FALSE,2
298e2bd323e7a09e2feb2b4c76fd8445,2,gift,lower,first,receive,give,TRUE,2
298e2bd323e7a09e2feb2b4c76fd8445,3,gift,lower,second,receive,give,TRUE,2
298e2bd323e7a09e2feb2b4c76fd8445,4,meeting place,higher,first,receive,give,TRUE,2
298e2bd323e7a09e2feb2b4c76fd8445,5,object carrying,higher,second,give,receive,TRUE,2
298e2bd323e7a09e2feb2b4c76fd8445,6,meal,equal,first,give,give,FALSE,2
298e2bd323e7a09e2feb2b4c76fd8445,7,task checking,lower,first,give,give,FALSE,2
298e2bd323e7a09e2feb2b4c76fd8445,8,meal,equal,second,receive,give,TRUE,2
298e2bd323e7a09e2feb2b4c76fd8445,9,meeting place,higher,second,receive,give,TRUE,2
298e2bd323e7a09e2feb2b4c76fd8445,10,song preference,equal,first,receive,give,TRUE,2
298e2bd323e7a09e2feb2b4c76fd8445,11,task checking,lower,second,give,give,FALSE,2
298e2bd323e7a09e2feb2b4c76fd8445,12,song preference,equal,second,give,receive,TRUE,2
630396288647447b66fc1387c4efc599,1,gift,higher,first,give,receive,TRUE,2
630396288647447b66fc1387c4efc599,2,object carrying,equal,first,give,give,FALSE,2
630396288647447b66fc1387c4efc599,3,gift,higher,second,give,give,FALSE,2
630396288647447b66fc1387c4efc599,4,meeting place,equal,first,receive,give,TRUE,2
630396288647447b66fc1387c4efc599,5,meal,lower,first,receive,receive,FALSE,2
630396288647447b66fc1387c4efc599,6,object carrying,equal,second,receive,receive,FALSE,2
630396288647447b66fc1387c4efc599,7,song preference,lower,first,give,give,FALSE,2
630396288647447b66fc1387c4efc599,8,meal,lower,second,receive,give,TRUE,2
630396288647447b66fc1387c4efc599,9,meeting place,equal,second,give,receive,TRUE,2
630396288647447b66fc1387c4efc599,10,task checking,higher,first,receive,give,TRUE,2
630396288647447b66fc1387c4efc599,11,task checking,higher,second,receive,receive,FALSE,2
630396288647447b66fc1387c4efc599,12,song preference,lower,second,give,receive,TRUE,2
96806b5f9b73f02297230849514df373,1,gift,lower,first,receive,receive,FALSE,2
96806b5f9b73f02297230849514df373,2,object carrying,equal,first,receive,give,TRUE,2
96806b5f9b73f02297230849514df373,3,meal,lower,first,give,receive,TRUE,2
96806b5f9b73f02297230849514df373,4,meeting place,equal,first,give,give,FALSE,2
96806b5f9b73f02297230849514df373,5,meeting place,equal,second,receive,receive,FALSE,2
96806b5f9b73f02297230849514df373,6,song preference,higher,first,give,give,FALSE,2
96806b5f9b73f02297230849514df373,7,object carrying,equal,second,give,give,FALSE,2
96806b5f9b73f02297230849514df373,8,task checking,higher,first,receive,receive,FALSE,2
96806b5f9b73f02297230849514df373,9,task checking,higher,second,receive,give,TRUE,2
96806b5f9b73f02297230849514df373,10,gift,lower,second,receive,give,TRUE,2
96806b5f9b73f02297230849514df373,11,meal,lower,second,give,receive,TRUE,2
96806b5f9b73f02297230849514df373,12,song preference,higher,second,give,receive,TRUE,2
f09d82bb3e7afd5cbd13d518fc06d28f,1,gift,higher,first,give,give,FALSE,2
f09d82bb3e7afd5cbd13d518fc06d28f,2,gift,higher,second,give,receive,TRUE,2
f09d82bb3e7afd5cbd13d518fc06d28f,3,meal,equal,first,give,receive,TRUE,2
f09d82bb3e7afd5cbd13d518fc06d28f,4,object carrying,equal,first,receive,receive,FALSE,2
f09d82bb3e7afd5cbd13d518fc06d28f,5,song preference,higher,first,receive,receive,FALSE,2
f09d82bb3e7afd5cbd13d518fc06d28f,6,object carrying,equal,second,give,receive,TRUE,2
