"subject_id","story","relationship","next_interaction","likert_rating"
"b5e0509b62dde08c6999f89887a07984","housemates","symmetric","repeating",3
"b5e0509b62dde08c6999f89887a07984","housemates","symmetric","alternating",5
"b5e0509b62dde08c6999f89887a07984","housemates","symmetric","none",1
"b5e0509b62dde08c6999f89887a07984","group project","no_info","repeating",5
"b5e0509b62dde08c6999f89887a07984","group project","no_info","alternating",5
"b5e0509b62dde08c6999f89887a07984","group project","no_info","none",1
"b5e0509b62dde08c6999f89887a07984","family meals","symmetric","repeating",2
"b5e0509b62dde08c6999f89887a07984","family meals","symmetric","alternating",6
"b5e0509b62dde08c6999f89887a07984","family meals","symmetric","none",1
"b5e0509b62dde08c6999f89887a07984","feedback","no_info","repeating",5
"b5e0509b62dde08c6999f89887a07984","feedback","no_info","alternating",5
"b5e0509b62dde08c6999f89887a07984","feedback","no_info","none",2
"b5e0509b62dde08c6999f89887a07984","concerts","symmetric","repeating",3
"b5e0509b62dde08c6999f89887a07984","concerts","symmetric","alternating",5
"b5e0509b62dde08c6999f89887a07984","concerts","symmetric","none",2
"b5e0509b62dde08c6999f89887a07984","conversation","asymmetric","repeating",6
"b5e0509b62dde08c6999f89887a07984","conversation","asymmetric","alternating",2
"b5e0509b62dde08c6999f89887a07984","conversation","asymmetric","none",1
"b5e0509b62dde08c6999f89887a07984","police","symmetric","repeating",5
"b5e0509b62dde08c6999f89887a07984","police","symmetric","alternating",5
"b5e0509b62dde08c6999f89887a07984","police","symmetric","none",1
"b5e0509b62dde08c6999f89887a07984","gifts","symmetric","repeating",6
"b5e0509b62dde08c6999f89887a07984","gifts","symmetric","alternating",6
"b5e0509b62dde08c6999f89887a07984","gifts","symmetric","none",2
"cd536ad413f0d4d5f4a42c7f32958f39","meeting location","asymmetric","repeating",5
"cd536ad413f0d4d5f4a42c7f32958f39","meeting location","asymmetric","alternating",4
"cd536ad413f0d4d5f4a42c7f32958f39","meeting location","asymmetric","none",2
"cd536ad413f0d4d5f4a42c7f32958f39","fundraising","symmetric","repeating",6
"cd536ad413f0d4d5f4a42c7f32958f39","fundraising","symmetric","alternating",3
"cd536ad413f0d4d5f4a42c7f32958f39","fundraising","symmetric","none",4
"cd536ad413f0d4d5f4a42c7f32958f39","restaurant","asymmetric","repeating",3
"cd536ad413f0d4d5f4a42c7f32958f39","restaurant","asymmetric","alternating",5
"cd536ad413f0d4d5f4a42c7f32958f39","restaurant","asymmetric","none",4
"cd536ad413f0d4d5f4a42c7f32958f39","scheduling","symmetric","repeating",5
"cd536ad413f0d4d5f4a42c7f32958f39","scheduling","symmetric","alternating",3
"cd536ad413f0d4d5f4a42c7f32958f39","scheduling","symmetric","none",4
"cd536ad413f0d4d5f4a42c7f32958f39","meeting prep","asymmetric","repeating",5
"cd536ad413f0d4d5f4a42c7f32958f39","meeting prep","asymmetric","alternating",3
"cd536ad413f0d4d5f4a42c7f32958f39","meeting prep","asymmetric","none",4
"cd536ad413f0d4d5f4a42c7f32958f39","weekend","asymmetric","repeating",4
"cd536ad413f0d4d5f4a42c7f32958f39","weekend","asymmetric","alternating",4
"cd536ad413f0d4d5f4a42c7f32958f39","weekend","asymmetric","none",4
"cd536ad413f0d4d5f4a42c7f32958f39","housemates","symmetric","repeating",3
"cd536ad413f0d4d5f4a42c7f32958f39","housemates","symmetric","alternating",6
"cd536ad413f0d4d5f4a42c7f32958f39","housemates","symmetric","none",1
"cd536ad413f0d4d5f4a42c7f32958f39","babysitting","no_info","repeating",4
"cd536ad413f0d4d5f4a42c7f32958f39","babysitting","no_info","alternating",4
"cd536ad413f0d4d5f4a42c7f32958f39","babysitting","no_info","none",4
"cd536ad413f0d4d5f4a42c7f32958f39","conversation","no_info","repeating",6
"cd536ad413f0d4d5f4a42c7f32958f39","conversation","no_info","alternating",3
"cd536ad413f0d4d5f4a42c7f32958f39","conversation","no_info","none",4
"cd536ad413f0d4d5f4a42c7f32958f39","police","no_info","repeating",6
"cd536ad413f0d4d5f4a42c7f32958f39","police","no_info","alternating",2
"cd536ad413f0d4d5f4a42c7f32958f39","police","no_info","none",4
"cd536ad413f0d4d5f4a42c7f32958f39","architects","no_info","repeating",7
"cd536ad413f0d4d5f4a42c7f32958f39","architects","no_info","alternating",3
"cd536ad413f0d4d5f4a42c7f32958f39","architects","no_info","none",4
"cd536ad413f0d4d5f4a42c7f32958f39","family meals","no_info","repeating",4
"cd536ad413f0d4d5f4a42c7f32958f39","family meals","no_info","alternating",5
"cd536ad413f0d4d5f4a42c7f32958f39","family meals","no_info","none",4
"cd536ad413f0d4d5f4a42c7f32958f39","groceries","symmetric","repeating",5
"cd536ad413f0d4d5f4a42c7f32958f39","groceries","symmetric","alternating",6
"cd536ad413f0d4d5f4a42c7f32958f39","groceries","symmetric","none",1
"cd536ad413f0d4d5f4a42c7f32958f39","concerts","symmetric","repeating",3
"cd536ad413f0d4d5f4a42c7f32958f39","concerts","symmetric","alternating",5
"cd536ad413f0d4d5f4a42c7f32958f39","concerts","symmetric","none",4
"cd536ad413f0d4d5f4a42c7f32958f39","gifts","asymmetric","repeating",5
"cd536ad413f0d4d5f4a42c7f32958f39","gifts","asymmetric","alternating",4
"cd536ad413f0d4d5f4a42c7f32958f39","gifts","asymmetric","none",4
"cd536ad413f0d4d5f4a42c7f32958f39","feedback","no_info","repeating",6
"cd536ad413f0d4d5f4a42c7f32958f39","feedback","no_info","alternating",6
"cd536ad413f0d4d5f4a42c7f32958f39","feedback","no_info","none",2
"cd536ad413f0d4d5f4a42c7f32958f39","group project","symmetric","repeating",5
"cd536ad413f0d4d5f4a42c7f32958f39","group project","symmetric","alternating",5
"cd536ad413f0d4d5f4a42c7f32958f39","group project","symmetric","none",4
"cd536ad413f0d4d5f4a42c7f32958f39","coffee","asymmetric","repeating",6
"cd536ad413f0d4d5f4a42c7f32958f39","coffee","asymmetric","alternating",3
"cd536ad413f0d4d5f4a42c7f32958f39","coffee","asymmetric","none",4
"4f4806eee3766069746f6621dbee898a","babysitting","no_info","repeating",6
"4f4806eee3766069746f6621dbee898a","babysitting","no_info","alternating",6
"4f4806eee3766069746f6621dbee898a","babysitting","no_info","none",3
"4f4806eee3766069746f6621dbee898a","meeting location","symmetric","repeating",5
"4f4806eee3766069746f6621dbee898a","meeting location","symmetric","alternating",5
"4f4806eee3766069746f6621dbee898a","meeting location","symmetric","none",3
"4f4806eee3766069746f6621dbee898a","restaurant","symmetric","repeating",5
"4f4806eee3766069746f6621dbee898a","restaurant","symmetric","alternating",5
"4f4806eee3766069746f6621dbee898a","restaurant","symmetric","none",3
"4f4806eee3766069746f6621dbee898a","fundraising","no_info","repeating",5
"4f4806eee3766069746f6621dbee898a","fundraising","no_info","alternating",5
"4f4806eee3766069746f6621dbee898a","fundraising","no_info","none",3
"4f4806eee3766069746f6621dbee898a","conversation","no_info","repeating",5
"4f4806eee3766069746f6621dbee898a","conversation","no_info","alternating",4
"4f4806eee3766069746f6621dbee898a","conversation","no_info","none",3
"4f4806eee3766069746f6621dbee898a","concerts","asymmetric","repeating",6
"4f4806eee3766069746f6621dbee898a","concerts","asymmetric","alternating",6
"4f4806eee3766069746f6621dbee898a","concerts","asymmetric","none",3
"4f4806eee3766069746f6621dbee898a","housemates","asymmetric","repeating",6
"4f4806eee3766069746f6621dbee898a","housemates","asymmetric","alternating",4
"4f4806eee3766069746f6621dbee898a","housemates","asymmetric","none",2
"4f4806eee3766069746f6621dbee898a","group project","symmetric","repeating",6
"4f4806eee3766069746f6621dbee898a","group project","symmetric","alternating",4
"4f4806eee3766069746f6621dbee898a","group project","symmetric","none",3
"4f4806eee3766069746f6621dbee898a","feedback","symmetric","repeating",5
"4f4806eee3766069746f6621dbee898a","feedback","symmetric","alternating",5
"4f4806eee3766069746f6621dbee898a","feedback","symmetric","none",4
"4f4806eee3766069746f6621dbee898a","gifts","asymmetric","repeating",5
"4f4806eee3766069746f6621dbee898a","gifts","asymmetric","alternating",5
"4f4806eee3766069746f6621dbee898a","gifts","asymmetric","none",4
"4f4806eee3766069746f6621dbee898a","coffee","no_info","repeating",5
"4f4806eee3766069746f6621dbee898a","coffee","no_info","alternating",5
"4f4806eee3766069746f6621dbee898a","coffee","no_info","none",4
"4f4806eee3766069746f6621dbee898a","scheduling","no_info","repeating",6
"4f4806eee3766069746f6621dbee898a","scheduling","no_info","alternating",4
"4f4806eee3766069746f6621dbee898a","scheduling","no_info","none",3
"4f4806eee3766069746f6621dbee898a","police","asymmetric","repeating",6
"4f4806eee3766069746f6621dbee898a","police","asymmetric","alternating",4
"4f4806eee3766069746f6621dbee898a","police","asymmetric","none",3
"4f4806eee3766069746f6621dbee898a","weekend","no_info","repeating",5
"4f4806eee3766069746f6621dbee898a","weekend","no_info","alternating",5
"4f4806eee3766069746f6621dbee898a","weekend","no_info","none",3
"4f4806eee3766069746f6621dbee898a","architects","asymmetric","repeating",6
"4f4806eee3766069746f6621dbee898a","architects","asymmetric","alternating",4
"4f4806eee3766069746f6621dbee898a","architects","asymmetric","none",3
"4f4806eee3766069746f6621dbee898a","groceries","symmetric","repeating",5
"4f4806eee3766069746f6621dbee898a","groceries","symmetric","alternating",5
"4f4806eee3766069746f6621dbee898a","groceries","symmetric","none",3
"4f4806eee3766069746f6621dbee898a","family meals","asymmetric","repeating",5
"4f4806eee3766069746f6621dbee898a","family meals","asymmetric","alternating",5
"4f4806eee3766069746f6621dbee898a","family meals","asymmetric","none",3
"4f4806eee3766069746f6621dbee898a","meeting prep","symmetric","repeating",5
"4f4806eee3766069746f6621dbee898a","meeting prep","symmetric","alternating",5
"4f4806eee3766069746f6621dbee898a","meeting prep","symmetric","none",3
"c852c659fb9674c3bd07740156495236","concerts","no_info","repeating",3
"c852c659fb9674c3bd07740156495236","concerts","no_info","alternating",5
"c852c659fb9674c3bd07740156495236","concerts","no_info","none",4
"c852c659fb9674c3bd07740156495236","groceries","symmetric","repeating",3
"c852c659fb9674c3bd07740156495236","groceries","symmetric","alternating",6
"c852c659fb9674c3bd07740156495236","groceries","symmetric","none",3
"c852c659fb9674c3bd07740156495236","fundraising","symmetric","repeating",6
"c852c659fb9674c3bd07740156495236","fundraising","symmetric","alternating",3
"c852c659fb9674c3bd07740156495236","fundraising","symmetric","none",NA
"c852c659fb9674c3bd07740156495236","family meals","asymmetric","repeating",3
"c852c659fb9674c3bd07740156495236","family meals","asymmetric","alternating",5
"c852c659fb9674c3bd07740156495236","family meals","asymmetric","none",6
"c852c659fb9674c3bd07740156495236","feedback","asymmetric","repeating",5
"c852c659fb9674c3bd07740156495236","feedback","asymmetric","alternating",5
"c852c659fb9674c3bd07740156495236","feedback","asymmetric","none",3
"c852c659fb9674c3bd07740156495236","meeting location","symmetric","repeating",6
"c852c659fb9674c3bd07740156495236","meeting location","symmetric","alternating",4
"c852c659fb9674c3bd07740156495236","meeting location","symmetric","none",5
"c852c659fb9674c3bd07740156495236","restaurant","symmetric","repeating",3
"c852c659fb9674c3bd07740156495236","restaurant","symmetric","alternating",5
"c852c659fb9674c3bd07740156495236","restaurant","symmetric","none",2
"c852c659fb9674c3bd07740156495236","meeting prep","asymmetric","repeating",3
"c852c659fb9674c3bd07740156495236","meeting prep","asymmetric","alternating",5
"c852c659fb9674c3bd07740156495236","meeting prep","asymmetric","none",4
"c852c659fb9674c3bd07740156495236","housemates","no_info","repeating",6
"c852c659fb9674c3bd07740156495236","housemates","no_info","alternating",3
"c852c659fb9674c3bd07740156495236","housemates","no_info","none",5
"c852c659fb9674c3bd07740156495236","weekend","symmetric","repeating",4
"c852c659fb9674c3bd07740156495236","weekend","symmetric","alternating",3
"c852c659fb9674c3bd07740156495236","weekend","symmetric","none",5
"c852c659fb9674c3bd07740156495236","gifts","symmetric","repeating",6
"c852c659fb9674c3bd07740156495236","gifts","symmetric","alternating",3
"c852c659fb9674c3bd07740156495236","gifts","symmetric","none",5
"c852c659fb9674c3bd07740156495236","coffee","asymmetric","repeating",5
"c852c659fb9674c3bd07740156495236","coffee","asymmetric","alternating",3
"c852c659fb9674c3bd07740156495236","coffee","asymmetric","none",5
"c852c659fb9674c3bd07740156495236","conversation","no_info","repeating",2
"c852c659fb9674c3bd07740156495236","conversation","no_info","alternating",6
"c852c659fb9674c3bd07740156495236","conversation","no_info","none",2
"c852c659fb9674c3bd07740156495236","babysitting","no_info","repeating",5
"c852c659fb9674c3bd07740156495236","babysitting","no_info","alternating",5
"c852c659fb9674c3bd07740156495236","babysitting","no_info","none",2
"c852c659fb9674c3bd07740156495236","scheduling","no_info","repeating",5
"c852c659fb9674c3bd07740156495236","scheduling","no_info","alternating",3
"c852c659fb9674c3bd07740156495236","scheduling","no_info","none",NA
"c852c659fb9674c3bd07740156495236","police","asymmetric","repeating",2
"c852c659fb9674c3bd07740156495236","police","asymmetric","alternating",6
"c852c659fb9674c3bd07740156495236","police","asymmetric","none",3
"c852c659fb9674c3bd07740156495236","group project","no_info","repeating",3
"c852c659fb9674c3bd07740156495236","group project","no_info","alternating",5
"c852c659fb9674c3bd07740156495236","group project","no_info","none",2
"c852c659fb9674c3bd07740156495236","architects","asymmetric","repeating",6
"c852c659fb9674c3bd07740156495236","architects","asymmetric","alternating",2
"c852c659fb9674c3bd07740156495236","architects","asymmetric","none",6
"2e0c802026435a8dbb45a48d00579129","concerts","symmetric","repeating",7
"2e0c802026435a8dbb45a48d00579129","concerts","symmetric","alternating",7
"2e0c802026435a8dbb45a48d00579129","concerts","symmetric","none",1
"2e0c802026435a8dbb45a48d00579129","conversation","symmetric","repeating",6
"2e0c802026435a8dbb45a48d00579129","conversation","symmetric","alternating",6
"2e0c802026435a8dbb45a48d00579129","conversation","symmetric","none",1
"2e0c802026435a8dbb45a48d00579129","coffee","asymmetric","repeating",2
"2e0c802026435a8dbb45a48d00579129","coffee","asymmetric","alternating",4
"2e0c802026435a8dbb45a48d00579129","coffee","asymmetric","none",3
"2e0c802026435a8dbb45a48d00579129","architects","asymmetric","repeating",6
"2e0c802026435a8dbb45a48d00579129","architects","asymmetric","alternating",2
"2e0c802026435a8dbb45a48d00579129","architects","asymmetric","none",4
"2e0c802026435a8dbb45a48d00579129","meeting location","no_info","repeating",4
"2e0c802026435a8dbb45a48d00579129","meeting location","no_info","alternating",4
"2e0c802026435a8dbb45a48d00579129","meeting location","no_info","none",4
"2e0c802026435a8dbb45a48d00579129","family meals","symmetric","repeating",6
"2e0c802026435a8dbb45a48d00579129","family meals","symmetric","alternating",6
"2e0c802026435a8dbb45a48d00579129","family meals","symmetric","none",1
"2e0c802026435a8dbb45a48d00579129","groceries","no_info","repeating",5
"2e0c802026435a8dbb45a48d00579129","groceries","no_info","alternating",6
"2e0c802026435a8dbb45a48d00579129","groceries","no_info","none",4
"2e0c802026435a8dbb45a48d00579129","scheduling","no_info","repeating",5
"2e0c802026435a8dbb45a48d00579129","scheduling","no_info","alternating",5
"2e0c802026435a8dbb45a48d00579129","scheduling","no_info","none",2
"2e0c802026435a8dbb45a48d00579129","meeting prep","no_info","repeating",6
"2e0c802026435a8dbb45a48d00579129","meeting prep","no_info","alternating",5
"2e0c802026435a8dbb45a48d00579129","meeting prep","no_info","none",2
"2e0c802026435a8dbb45a48d00579129","weekend","asymmetric","repeating",4
"2e0c802026435a8dbb45a48d00579129","weekend","asymmetric","alternating",5
"2e0c802026435a8dbb45a48d00579129","weekend","asymmetric","none",4
"2e0c802026435a8dbb45a48d00579129","feedback","no_info","repeating",6
"2e0c802026435a8dbb45a48d00579129","feedback","no_info","alternating",6
"2e0c802026435a8dbb45a48d00579129","feedback","no_info","none",2
"2e0c802026435a8dbb45a48d00579129","gifts","symmetric","repeating",6
"2e0c802026435a8dbb45a48d00579129","gifts","symmetric","alternating",3
"2e0c802026435a8dbb45a48d00579129","gifts","symmetric","none",4
"2e0c802026435a8dbb45a48d00579129","babysitting","no_info","repeating",4
"2e0c802026435a8dbb45a48d00579129","babysitting","no_info","alternating",5
"2e0c802026435a8dbb45a48d00579129","babysitting","no_info","none",4
"2e0c802026435a8dbb45a48d00579129","fundraising","asymmetric","repeating",6
"2e0c802026435a8dbb45a48d00579129","fundraising","asymmetric","alternating",2
"2e0c802026435a8dbb45a48d00579129","fundraising","asymmetric","none",4
"2e0c802026435a8dbb45a48d00579129","restaurant","asymmetric","repeating",4
"2e0c802026435a8dbb45a48d00579129","restaurant","asymmetric","alternating",4
"2e0c802026435a8dbb45a48d00579129","restaurant","asymmetric","none",4
"2e0c802026435a8dbb45a48d00579129","housemates","asymmetric","repeating",6
"2e0c802026435a8dbb45a48d00579129","housemates","asymmetric","alternating",2
"2e0c802026435a8dbb45a48d00579129","housemates","asymmetric","none",3
"2e0c802026435a8dbb45a48d00579129","police","symmetric","repeating",5
"2e0c802026435a8dbb45a48d00579129","police","symmetric","alternating",5
"2e0c802026435a8dbb45a48d00579129","police","symmetric","none",4
"2e0c802026435a8dbb45a48d00579129","group project","symmetric","repeating",3
"2e0c802026435a8dbb45a48d00579129","group project","symmetric","alternating",6
"2e0c802026435a8dbb45a48d00579129","group project","symmetric","none",3
"b3a05193e952dcc5c625c599319ec49f","babysitting","no_info","repeating",6
"b3a05193e952dcc5c625c599319ec49f","babysitting","no_info","alternating",7
"b3a05193e952dcc5c625c599319ec49f","babysitting","no_info","none",2
"b3a05193e952dcc5c625c599319ec49f","feedback","no_info","repeating",7
"b3a05193e952dcc5c625c599319ec49f","feedback","no_info","alternating",6
"b3a05193e952dcc5c625c599319ec49f","feedback","no_info","none",1
"b3a05193e952dcc5c625c599319ec49f","housemates","symmetric","repeating",4
"b3a05193e952dcc5c625c599319ec49f","housemates","symmetric","alternating",5
"b3a05193e952dcc5c625c599319ec49f","housemates","symmetric","none",1
"b3a05193e952dcc5c625c599319ec49f","concerts","no_info","repeating",5
"b3a05193e952dcc5c625c599319ec49f","concerts","no_info","alternating",5
"b3a05193e952dcc5c625c599319ec49f","concerts","no_info","none",2
"b3a05193e952dcc5c625c599319ec49f","fundraising","symmetric","repeating",6
"b3a05193e952dcc5c625c599319ec49f","fundraising","symmetric","alternating",2
"b3a05193e952dcc5c625c599319ec49f","fundraising","symmetric","none",4
"b3a05193e952dcc5c625c599319ec49f","restaurant","asymmetric","repeating",5
"b3a05193e952dcc5c625c599319ec49f","restaurant","asymmetric","alternating",4
"b3a05193e952dcc5c625c599319ec49f","restaurant","asymmetric","none",2
"b3a05193e952dcc5c625c599319ec49f","family meals","no_info","repeating",6
"b3a05193e952dcc5c625c599319ec49f","family meals","no_info","alternating",4
"b3a05193e952dcc5c625c599319ec49f","family meals","no_info","none",1
"b3a05193e952dcc5c625c599319ec49f","weekend","asymmetric","repeating",1
"b3a05193e952dcc5c625c599319ec49f","weekend","asymmetric","alternating",5
"b3a05193e952dcc5c625c599319ec49f","weekend","asymmetric","none",4
"b3a05193e952dcc5c625c599319ec49f","architects","asymmetric","repeating",7
"b3a05193e952dcc5c625c599319ec49f","architects","asymmetric","alternating",5
"b3a05193e952dcc5c625c599319ec49f","architects","asymmetric","none",1
"b3a05193e952dcc5c625c599319ec49f","group project","no_info","repeating",7
"b3a05193e952dcc5c625c599319ec49f","group project","no_info","alternating",2
"b3a05193e952dcc5c625c599319ec49f","group project","no_info","none",1
"b3a05193e952dcc5c625c599319ec49f","conversation","no_info","repeating",5
"b3a05193e952dcc5c625c599319ec49f","conversation","no_info","alternating",3
"b3a05193e952dcc5c625c599319ec49f","conversation","no_info","none",1
"b3a05193e952dcc5c625c599319ec49f","scheduling","symmetric","repeating",4
"b3a05193e952dcc5c625c599319ec49f","scheduling","symmetric","alternating",5
"b3a05193e952dcc5c625c599319ec49f","scheduling","symmetric","none",1
"b3a05193e952dcc5c625c599319ec49f","meeting location","symmetric","repeating",5
"b3a05193e952dcc5c625c599319ec49f","meeting location","symmetric","alternating",3
"b3a05193e952dcc5c625c599319ec49f","meeting location","symmetric","none",1
"b3a05193e952dcc5c625c599319ec49f","groceries","symmetric","repeating",1
"b3a05193e952dcc5c625c599319ec49f","groceries","symmetric","alternating",1
"b3a05193e952dcc5c625c599319ec49f","groceries","symmetric","none",7
"b3a05193e952dcc5c625c599319ec49f","meeting prep","asymmetric","repeating",7
"b3a05193e952dcc5c625c599319ec49f","meeting prep","asymmetric","alternating",2
"b3a05193e952dcc5c625c599319ec49f","meeting prep","asymmetric","none",1
"b3a05193e952dcc5c625c599319ec49f","police","asymmetric","repeating",3
"b3a05193e952dcc5c625c599319ec49f","police","asymmetric","alternating",5
"b3a05193e952dcc5c625c599319ec49f","police","asymmetric","none",1
"b3a05193e952dcc5c625c599319ec49f","gifts","symmetric","repeating",6
"b3a05193e952dcc5c625c599319ec49f","gifts","symmetric","alternating",4
"b3a05193e952dcc5c625c599319ec49f","gifts","symmetric","none",1
"b3a05193e952dcc5c625c599319ec49f","coffee","asymmetric","repeating",5
"b3a05193e952dcc5c625c599319ec49f","coffee","asymmetric","alternating",6
"b3a05193e952dcc5c625c599319ec49f","coffee","asymmetric","none",2
"12f836291905b900621d7e5f09137b8d","police","symmetric","repeating",2
"12f836291905b900621d7e5f09137b8d","police","symmetric","alternating",6
"12f836291905b900621d7e5f09137b8d","police","symmetric","none",1
"12f836291905b900621d7e5f09137b8d","weekend","no_info","repeating",2
"12f836291905b900621d7e5f09137b8d","weekend","no_info","alternating",6
"12f836291905b900621d7e5f09137b8d","weekend","no_info","none",4
"12f836291905b900621d7e5f09137b8d","architects","symmetric","repeating",7
"12f836291905b900621d7e5f09137b8d","architects","symmetric","alternating",6
"12f836291905b900621d7e5f09137b8d","architects","symmetric","none",1
"12f836291905b900621d7e5f09137b8d","groceries","asymmetric","repeating",5
"12f836291905b900621d7e5f09137b8d","groceries","asymmetric","alternating",5
"12f836291905b900621d7e5f09137b8d","groceries","asymmetric","none",3
"12f836291905b900621d7e5f09137b8d","family meals","symmetric","repeating",2
"12f836291905b900621d7e5f09137b8d","family meals","symmetric","alternating",5
"12f836291905b900621d7e5f09137b8d","family meals","symmetric","none",2
"12f836291905b900621d7e5f09137b8d","babysitting","symmetric","repeating",2
"12f836291905b900621d7e5f09137b8d","babysitting","symmetric","alternating",6
"12f836291905b900621d7e5f09137b8d","babysitting","symmetric","none",2
"12f836291905b900621d7e5f09137b8d","scheduling","asymmetric","repeating",5
"12f836291905b900621d7e5f09137b8d","scheduling","asymmetric","alternating",5
"12f836291905b900621d7e5f09137b8d","scheduling","asymmetric","none",2
"12f836291905b900621d7e5f09137b8d","gifts","no_info","repeating",3
"12f836291905b900621d7e5f09137b8d","gifts","no_info","alternating",6
"12f836291905b900621d7e5f09137b8d","gifts","no_info","none",2
"12f836291905b900621d7e5f09137b8d","meeting prep","no_info","repeating",7
"12f836291905b900621d7e5f09137b8d","meeting prep","no_info","alternating",4
"12f836291905b900621d7e5f09137b8d","meeting prep","no_info","none",5
"12f836291905b900621d7e5f09137b8d","concerts","asymmetric","repeating",5
"12f836291905b900621d7e5f09137b8d","concerts","asymmetric","alternating",3
"12f836291905b900621d7e5f09137b8d","concerts","asymmetric","none",4
"12f836291905b900621d7e5f09137b8d","feedback","symmetric","repeating",7
"12f836291905b900621d7e5f09137b8d","feedback","symmetric","alternating",7
"12f836291905b900621d7e5f09137b8d","feedback","symmetric","none",2
"12f836291905b900621d7e5f09137b8d","fundraising","asymmetric","repeating",5
"12f836291905b900621d7e5f09137b8d","fundraising","asymmetric","alternating",4
"12f836291905b900621d7e5f09137b8d","fundraising","asymmetric","none",2
"12f836291905b900621d7e5f09137b8d","conversation","symmetric","repeating",5
"12f836291905b900621d7e5f09137b8d","conversation","symmetric","alternating",3
"12f836291905b900621d7e5f09137b8d","conversation","symmetric","none",2
"12f836291905b900621d7e5f09137b8d","meeting location","no_info","repeating",6
"12f836291905b900621d7e5f09137b8d","meeting location","no_info","alternating",3
"12f836291905b900621d7e5f09137b8d","meeting location","no_info","none",1
"12f836291905b900621d7e5f09137b8d","group project","asymmetric","repeating",6
"12f836291905b900621d7e5f09137b8d","group project","asymmetric","alternating",2
"12f836291905b900621d7e5f09137b8d","group project","asymmetric","none",1
"12f836291905b900621d7e5f09137b8d","coffee","no_info","repeating",2
"12f836291905b900621d7e5f09137b8d","coffee","no_info","alternating",3
"12f836291905b900621d7e5f09137b8d","coffee","no_info","none",4
"12f836291905b900621d7e5f09137b8d","restaurant","no_info","repeating",1
"12f836291905b900621d7e5f09137b8d","restaurant","no_info","alternating",6
"12f836291905b900621d7e5f09137b8d","restaurant","no_info","none",3
"12f836291905b900621d7e5f09137b8d","housemates","asymmetric","repeating",7
"12f836291905b900621d7e5f09137b8d","housemates","asymmetric","alternating",2
"12f836291905b900621d7e5f09137b8d","housemates","asymmetric","none",3
"747c5c39d3703961fa8ede147a027680","group project","asymmetric","repeating",6
"747c5c39d3703961fa8ede147a027680","group project","asymmetric","alternating",2
"747c5c39d3703961fa8ede147a027680","group project","asymmetric","none",4
"747c5c39d3703961fa8ede147a027680","meeting location","asymmetric","repeating",5
"747c5c39d3703961fa8ede147a027680","meeting location","asymmetric","alternating",3
"747c5c39d3703961fa8ede147a027680","meeting location","asymmetric","none",4
"747c5c39d3703961fa8ede147a027680","police","no_info","repeating",4
"747c5c39d3703961fa8ede147a027680","police","no_info","alternating",4
"747c5c39d3703961fa8ede147a027680","police","no_info","none",2
"747c5c39d3703961fa8ede147a027680","gifts","no_info","repeating",5
"747c5c39d3703961fa8ede147a027680","gifts","no_info","alternating",3
"747c5c39d3703961fa8ede147a027680","gifts","no_info","none",3
"747c5c39d3703961fa8ede147a027680","babysitting","symmetric","repeating",4
"747c5c39d3703961fa8ede147a027680","babysitting","symmetric","alternating",4
"747c5c39d3703961fa8ede147a027680","babysitting","symmetric","none",2
"747c5c39d3703961fa8ede147a027680","weekend","symmetric","repeating",5
"747c5c39d3703961fa8ede147a027680","weekend","symmetric","alternating",4
"747c5c39d3703961fa8ede147a027680","weekend","symmetric","none",2
"747c5c39d3703961fa8ede147a027680","meeting prep","asymmetric","repeating",6
"747c5c39d3703961fa8ede147a027680","meeting prep","asymmetric","alternating",2
"747c5c39d3703961fa8ede147a027680","meeting prep","asymmetric","none",2
"747c5c39d3703961fa8ede147a027680","conversation","no_info","repeating",4
"747c5c39d3703961fa8ede147a027680","conversation","no_info","alternating",4
"747c5c39d3703961fa8ede147a027680","conversation","no_info","none",2
"747c5c39d3703961fa8ede147a027680","architects","asymmetric","repeating",5
"747c5c39d3703961fa8ede147a027680","architects","asymmetric","alternating",4
"747c5c39d3703961fa8ede147a027680","architects","asymmetric","none",2
"747c5c39d3703961fa8ede147a027680","concerts","asymmetric","repeating",5
"747c5c39d3703961fa8ede147a027680","concerts","asymmetric","alternating",3
"747c5c39d3703961fa8ede147a027680","concerts","asymmetric","none",3
"747c5c39d3703961fa8ede147a027680","fundraising","symmetric","repeating",4
"747c5c39d3703961fa8ede147a027680","fundraising","symmetric","alternating",4
"747c5c39d3703961fa8ede147a027680","fundraising","symmetric","none",4
"747c5c39d3703961fa8ede147a027680","coffee","no_info","repeating",4
"747c5c39d3703961fa8ede147a027680","coffee","no_info","alternating",4
"747c5c39d3703961fa8ede147a027680","coffee","no_info","none",2
"747c5c39d3703961fa8ede147a027680","scheduling","symmetric","repeating",4
"747c5c39d3703961fa8ede147a027680","scheduling","symmetric","alternating",4
"747c5c39d3703961fa8ede147a027680","scheduling","symmetric","none",3
"747c5c39d3703961fa8ede147a027680","groceries","symmetric","repeating",4
"747c5c39d3703961fa8ede147a027680","groceries","symmetric","alternating",4
"747c5c39d3703961fa8ede147a027680","groceries","symmetric","none",3
"747c5c39d3703961fa8ede147a027680","family meals","no_info","repeating",5
"747c5c39d3703961fa8ede147a027680","family meals","no_info","alternating",3
"747c5c39d3703961fa8ede147a027680","family meals","no_info","none",2
